studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email,uitgevallen
20238486,Pim Schwartsbach,p.schwartsbach@student.roc.nl,23,M,MBO niveau 3,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.466,0.527,29,8.2,7.5,Peter Smit,p.smit@roc.nl,False
20228487,Yasmine Gemen,y.gemen@student.roc.nl,20,M,VMBO-T,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.816,0.786,38,6.8,7.6,Peter Smit,p.smit@roc.nl,True
20228488,Aylin Bosch,a.bosch@student.roc.nl,21,V,HAVO,Techniek,Installatiemonteur,25480,2022-2023,2,BBL,2022-09-01,0.518,0.483,25,5.4,1.5,Peter Smit,p.smit@roc.nl,True
20228489,Maud Aarden-Wright,m.aarden-wright@student.roc.nl,21,V,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.707,0.811,51,7.6,4.7,Jan de Vries,j.devries@roc.nl,False
20228490,Seth Wilmont-van Engelen,s.wilmont-vanengelen@student.roc.nl,18,V,VMBO-T,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.429,0.503,31,8.6,3.9,Anita Jansen,a.jansen@roc.nl,False
20228491,Julian Uit de Willigen,j.uitdewilligen@student.roc.nl,21,M,MBO niveau 2,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.532,0.559,31,7.6,5.2,Jan de Vries,j.devries@roc.nl,False
20238492,Evy Janssen,e.janssen@student.roc.nl,16,V,VMBO-B,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.812,0.849,46,8.1,6.6,Peter Smit,p.smit@roc.nl,True
20238493,Dana Jansdr,d.jansdr@student.roc.nl,16,M,VMBO-T,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.81,0.58,43,7.5,6.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20238494,Vincent van Ochten-Eckhardt,v.vanochten-eckhardt@student.roc.nl,20,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.708,0.607,27,8.7,3.6,Mohammed Boukhari,m.boukhari@roc.nl,False
20238495,Floris van Clootwijck,f.vanclootwijck@student.roc.nl,19,M,HAVO,Zorg,Verzorgende IG,93500,2023-2024,3,BBL,2023-09-01,0.775,0.786,47,6.7,4.9,Fatima El Amrani,f.elamrani@roc.nl,True
20228496,Tirza Tins,t.tins@student.roc.nl,25,V,MBO niveau 2,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.701,0.728,37,5.6,6.1,Fatima El Amrani,f.elamrani@roc.nl,False
20238497,Luuk van Laarhoven-van de Ven,l.vanlaarhoven-vandeven@student.roc.nl,26,V,VMBO-K,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.842,0.725,47,6.1,8.8,Mohammed Boukhari,m.boukhari@roc.nl,False
20238498,Chris Jansse,c.jansse@student.roc.nl,26,M,VMBO-B,Economie,Manager handel,90202,2023-2024,4,BOL,2023-09-01,0.867,0.768,43,6.7,7.6,Jan de Vries,j.devries@roc.nl,False
20238499,Joy Kolen-Winnrich,j.kolen-winnrich@student.roc.nl,18,V,VMBO-T,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.428,0.652,39,5.1,7.4,Peter Smit,p.smit@roc.nl,False
20238500,Ise Miltenburg,i.miltenburg@student.roc.nl,22,V,MBO niveau 2,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.451,0.572,32,6.9,7.0,Jan de Vries,j.devries@roc.nl,False
20228501,Annabel van Enschot,a.vanenschot@student.roc.nl,22,V,HAVO,Economie,Commercieel medewerker,90111,2022-2023,3,BBL,2022-09-01,0.439,0.545,34,5.2,8.9,Peter Smit,p.smit@roc.nl,False
20238502,Lois van den Assem-Hofman,l.vandenassem-hofman@student.roc.nl,16,M,VMBO-K,Dienstverlening,Kapper,97460,2023-2024,3,BBL,2023-09-01,0.804,0.787,49,5.4,7.1,Fatima El Amrani,f.elamrani@roc.nl,False
20238503,Pippa Soos,p.soos@student.roc.nl,25,M,MBO niveau 3,Economie,Financieel administrateur,90370,2023-2024,4,BBL,2023-09-01,0.729,0.785,48,5.8,5.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20238504,Amelia Dachgelt,a.dachgelt@student.roc.nl,20,V,VMBO-B,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.606,0.577,32,4.6,6.7,Fatima El Amrani,f.elamrani@roc.nl,False
20238505,Niels de Leeuw,n.deleeuw@student.roc.nl,25,V,VMBO-B,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.69,0.669,38,6.7,9.7,Mohammed Boukhari,m.boukhari@roc.nl,True
20238506,Elise Broeshart,e.broeshart@student.roc.nl,16,X,MBO niveau 2,Techniek,Software Developer,25604,2023-2024,4,BBL,2023-09-01,0.662,0.664,35,7.5,8.8,Jan de Vries,j.devries@roc.nl,False
20228507,Johannes Aalts,j.aalts@student.roc.nl,19,V,VMBO-K,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.835,0.896,55,7.0,8.6,Peter Smit,p.smit@roc.nl,False
20228508,Felix Roukes,f.roukes@student.roc.nl,20,V,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.602,0.582,36,5.7,6.6,Fatima El Amrani,f.elamrani@roc.nl,False
20238509,Dylan Schrik,d.schrik@student.roc.nl,18,M,HAVO,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.617,0.657,38,6.1,4.4,Jan de Vries,j.devries@roc.nl,False
20238510,Sam van Mispelen,s.vanmispelen@student.roc.nl,20,M,VMBO-T,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.877,0.885,40,6.5,5.1,Jan de Vries,j.devries@roc.nl,False
20238511,Jason Ridder,j.ridder@student.roc.nl,22,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.848,0.809,42,9.3,5.4,Jan de Vries,j.devries@roc.nl,True
20228512,Maxim van Herstal,m.vanherstal@student.roc.nl,17,M,VMBO-B,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.609,0.663,39,5.6,8.0,Anita Jansen,a.jansen@roc.nl,False
20238513,Kate de Roo,k.deroo@student.roc.nl,20,V,VMBO-B,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.91,0.82,42,6.8,6.4,Jan de Vries,j.devries@roc.nl,False
20238514,Ties van Velzen,t.vanvelzen@student.roc.nl,16,V,VMBO-K,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.891,0.873,51,5.5,7.6,Anita Jansen,a.jansen@roc.nl,False
20238515,Dewi van Beek,d.vanbeek@student.roc.nl,21,M,MBO niveau 3,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.68,0.724,34,4.6,5.1,Peter Smit,p.smit@roc.nl,False
20238516,Leah Tillmanno,l.tillmanno@student.roc.nl,22,M,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BBL,2023-09-01,0.801,0.721,40,6.5,5.3,Anita Jansen,a.jansen@roc.nl,False
20228517,Jelte van Daal,j.vandaal@student.roc.nl,17,V,VMBO-K,Groen,Dierverzorger,97730,2022-2023,3,BBL,2022-09-01,0.889,0.821,41,9.3,6.0,Fatima El Amrani,f.elamrani@roc.nl,False
20238518,Niek Moenen-van der Ploeg,n.moenen-vanderploeg@student.roc.nl,20,V,VMBO-T,Economie,Manager handel,90202,2023-2024,4,BOL,2023-09-01,0.762,0.702,38,6.9,6.4,Fatima El Amrani,f.elamrani@roc.nl,False
20228519,Jay Leene,j.leene@student.roc.nl,17,V,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.564,0.684,30,6.8,6.0,Jan de Vries,j.devries@roc.nl,False
20228520,Liv de Bruyn,l.debruyn@student.roc.nl,16,M,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.696,0.557,26,6.4,7.0,Jan de Vries,j.devries@roc.nl,False
20228521,Fabiënne Boudewijns-Claesdr,f.boudewijns-claesdr@student.roc.nl,19,V,VMBO-B,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.68,0.746,45,5.3,6.8,Mohammed Boukhari,m.boukhari@roc.nl,False
20228522,Bradley Bloemendaal,b.bloemendaal@student.roc.nl,23,X,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.676,0.717,40,6.9,4.4,Fatima El Amrani,f.elamrani@roc.nl,True
20238523,Fabiënne van Mare-Marceron,f.vanmare-marceron@student.roc.nl,19,V,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.868,0.894,51,7.0,6.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20238524,Floortje Scheer-van der Lede,f.scheer-vanderlede@student.roc.nl,23,V,VMBO-K,Zorg,Verpleegkundige,99070,2023-2024,4,BBL,2023-09-01,0.679,0.725,39,8.6,5.2,Mohammed Boukhari,m.boukhari@roc.nl,True
20228525,Lotte van Holland,l.vanholland@student.roc.nl,17,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.924,0.827,55,6.5,8.0,Jan de Vries,j.devries@roc.nl,False
20228526,Twan Bijlsma-Vergeer,t.bijlsma-vergeer@student.roc.nl,20,V,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.802,0.789,41,6.3,6.2,Fatima El Amrani,f.elamrani@roc.nl,False
20228527,Zeynep Mallien-de Grunt,z.mallien-degrunt@student.roc.nl,23,M,VMBO-T,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.646,0.768,41,6.3,7.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20228528,Justin de Bruin-Winters,j.debruin-winters@student.roc.nl,16,V,VMBO-B,Economie,Commercieel medewerker,90111,2022-2023,3,BOL,2022-09-01,0.511,0.458,29,6.5,6.5,Fatima El Amrani,f.elamrani@roc.nl,True
20238529,Demi Vermeulen,d.vermeulen@student.roc.nl,18,M,VMBO-K,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.955,0.826,44,7.0,8.7,Anita Jansen,a.jansen@roc.nl,False
20238530,Collin Poncelet,c.poncelet@student.roc.nl,18,M,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2023-2024,4,BOL,2023-09-01,0.696,0.681,46,8.5,7.8,Peter Smit,p.smit@roc.nl,True
20238531,Hanna Luitgardis van Neustrië,h.luitgardisvanneustrië@student.roc.nl,20,V,VMBO-B,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.733,0.815,46,9.3,6.4,Anita Jansen,a.jansen@roc.nl,False
20238532,Ise Merckx-Glasses,i.merckx-glasses@student.roc.nl,18,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.689,0.651,46,6.1,7.0,Fatima El Amrani,f.elamrani@roc.nl,True
20238533,Sylvie Verbeek,s.verbeek@student.roc.nl,24,M,VMBO-T,Economie,Manager handel,90202,2023-2024,4,BOL,2023-09-01,0.843,0.73,40,5.7,8.5,Mohammed Boukhari,m.boukhari@roc.nl,True
20228534,Kaylee Grondel,k.grondel@student.roc.nl,19,M,VMBO-K,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.714,0.622,39,5.1,6.6,Jan de Vries,j.devries@roc.nl,False
20228535,Stijn Doornhem-Chotzen,s.doornhem-chotzen@student.roc.nl,19,M,VMBO-B,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.42,0.556,30,5.6,4.5,Jan de Vries,j.devries@roc.nl,True
20238536,Elizabeth Bosch,e.bosch@student.roc.nl,24,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.665,0.733,38,7.4,6.5,Peter Smit,p.smit@roc.nl,True
20238537,Ivy Oosterhek,i.oosterhek@student.roc.nl,18,M,MBO niveau 2,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.609,0.657,39,6.4,4.9,Peter Smit,p.smit@roc.nl,False
20228538,Joep Lage,j.lage@student.roc.nl,20,M,MBO niveau 3,Techniek,Elektrotechniek,25160,2022-2023,3,BOL,2022-09-01,0.898,0.636,25,4.5,3.8,Peter Smit,p.smit@roc.nl,False
20238539,Luke Dachgelder,l.dachgelder@student.roc.nl,21,M,VMBO-T,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.425,0.606,41,7.9,8.1,Fatima El Amrani,f.elamrani@roc.nl,False
20228540,Wout van der Mast-van der Mast,w.vandermast-vandermast@student.roc.nl,16,M,VMBO-B,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.668,0.527,34,7.3,5.3,Jan de Vries,j.devries@roc.nl,False
20238541,Duuk van den Eijssel-Draaisma,d.vandeneijssel-draaisma@student.roc.nl,17,M,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BOL,2023-09-01,0.857,0.785,42,5.6,4.5,Peter Smit,p.smit@roc.nl,True
20238542,Daniel Schakelaar,d.schakelaar@student.roc.nl,20,M,MBO niveau 2,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.525,0.711,40,6.9,6.9,Jan de Vries,j.devries@roc.nl,True
20228543,Pepijn van der Plas,p.vanderplas@student.roc.nl,17,V,HAVO,Techniek,Installatiemonteur,25480,2022-2023,2,BBL,2022-09-01,0.658,0.556,33,6.9,3.6,Anita Jansen,a.jansen@roc.nl,False
20238544,Evelien Feenstra,e.feenstra@student.roc.nl,24,M,MBO niveau 3,Dienstverlening,Kapper,97460,2023-2024,3,BBL,2023-09-01,0.84,0.854,52,9.4,5.3,Fatima El Amrani,f.elamrani@roc.nl,True
20228545,Luuk Heijman,l.heijman@student.roc.nl,22,M,VMBO-T,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.866,0.876,44,6.8,6.4,Anita Jansen,a.jansen@roc.nl,False
20228546,Dylano Texier,d.texier@student.roc.nl,21,M,MBO niveau 3,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.776,0.772,40,6.6,4.2,Fatima El Amrani,f.elamrani@roc.nl,False
20228547,Julie van Dongen-Otto,j.vandongen-otto@student.roc.nl,20,M,VMBO-T,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.486,0.619,41,8.2,7.7,Fatima El Amrani,f.elamrani@roc.nl,False
20228548,Lina Sam,l.sam@student.roc.nl,23,M,VMBO-K,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.834,0.866,42,7.3,6.6,Mohammed Boukhari,m.boukhari@roc.nl,False
20238549,Julius Huisman,j.huisman@student.roc.nl,18,V,MBO niveau 3,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.89,0.787,40,8.5,5.7,Fatima El Amrani,f.elamrani@roc.nl,False
20228550,Dewi Elsemulder-van den Broek,d.elsemulder-vandenbroek@student.roc.nl,22,M,VMBO-B,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.728,0.701,39,7.2,4.4,Jan de Vries,j.devries@roc.nl,False
20238551,Tess Geertsen,t.geertsen@student.roc.nl,25,M,VMBO-B,Economie,Manager handel,90202,2023-2024,4,BOL,2023-09-01,0.912,0.828,40,6.8,8.2,Jan de Vries,j.devries@roc.nl,False
20238552,Lauren Carnotte,l.carnotte@student.roc.nl,26,M,VMBO-T,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.82,0.842,47,9.2,5.3,Fatima El Amrani,f.elamrani@roc.nl,False
20228553,Fleur Gnodde-Spaan,f.gnodde-spaan@student.roc.nl,27,M,VMBO-B,Groen,Dierverzorger,97730,2022-2023,3,BBL,2022-09-01,0.966,0.89,46,5.9,8.0,Jan de Vries,j.devries@roc.nl,False
20228554,Kyara Rubben-Brandon,k.rubben-brandon@student.roc.nl,16,V,VMBO-K,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.9,0.68,44,6.5,6.1,Peter Smit,p.smit@roc.nl,False
20238555,Tijs Muller-Roose,t.muller-roose@student.roc.nl,26,M,MBO niveau 3,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.724,0.588,32,8.1,6.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20238556,Tijn Kriens,t.kriens@student.roc.nl,23,M,MBO niveau 2,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.628,0.496,33,8.8,6.2,Fatima El Amrani,f.elamrani@roc.nl,False
20228557,Helena Hulshouts,h.hulshouts@student.roc.nl,16,V,VMBO-K,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.524,0.616,35,7.2,3.3,Fatima El Amrani,f.elamrani@roc.nl,True
20228558,Johanna Smits,j.smits@student.roc.nl,21,M,MBO niveau 3,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.643,0.573,27,4.5,7.1,Anita Jansen,a.jansen@roc.nl,False
20228559,Dewi Chotzen,d.chotzen@student.roc.nl,16,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BBL,2022-09-01,0.621,0.668,38,5.8,8.7,Jan de Vries,j.devries@roc.nl,False
20238560,Dave Loreal,d.loreal@student.roc.nl,18,V,MBO niveau 3,Economie,Manager handel,90202,2023-2024,4,BOL,2023-09-01,0.665,0.652,33,7.0,6.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20238561,Yusuf Driessen,y.driessen@student.roc.nl,18,M,MBO niveau 3,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.699,0.609,36,6.2,3.7,Jan de Vries,j.devries@roc.nl,False
20238562,Amir Bresse,a.bresse@student.roc.nl,19,M,MBO niveau 3,Dienstverlening,Kok,25185,2023-2024,2,BBL,2023-09-01,0.832,0.871,42,6.7,8.6,Fatima El Amrani,f.elamrani@roc.nl,True
20228563,Johanna van de Velde,j.vandevelde@student.roc.nl,17,X,HAVO,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.894,0.85,38,7.8,7.1,Anita Jansen,a.jansen@roc.nl,True
20238564,Kate Wijland-van Mispelen,k.wijland-vanmispelen@student.roc.nl,18,M,VMBO-T,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.762,0.804,40,5.4,6.0,Anita Jansen,a.jansen@roc.nl,False
20228565,Stef Chotzen-van de Darnau,s.chotzen-vandedarnau@student.roc.nl,22,V,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.785,0.764,43,8.1,5.1,Anita Jansen,a.jansen@roc.nl,False
20228566,Joëlle van Vlaanderen,j.vanvlaanderen@student.roc.nl,20,X,VMBO-T,Economie,Commercieel medewerker,90111,2022-2023,3,BBL,2022-09-01,0.831,0.769,44,7.1,5.4,Peter Smit,p.smit@roc.nl,False
20238567,Kate Spaan,k.spaan@student.roc.nl,17,V,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.304,0.473,30,4.0,8.0,Mohammed Boukhari,m.boukhari@roc.nl,True
20228568,Emir Wever,e.wever@student.roc.nl,20,M,MBO niveau 2,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.833,0.747,38,5.2,5.7,Mohammed Boukhari,m.boukhari@roc.nl,False
20228569,Brent Vaessen,b.vaessen@student.roc.nl,16,M,VMBO-T,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.7,0.614,40,6.3,4.6,Fatima El Amrani,f.elamrani@roc.nl,False
20238570,Mia Moensendijk,m.moensendijk@student.roc.nl,22,V,VMBO-T,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.584,0.594,41,6.2,4.8,Jan de Vries,j.devries@roc.nl,False
20228571,Mart van der Heijden,m.vanderheijden@student.roc.nl,20,M,MBO niveau 3,Zorg,Doktersassistent,34576,2022-2023,4,BBL,2022-09-01,0.824,0.8,38,8.0,7.1,Anita Jansen,a.jansen@roc.nl,False
20228572,Zara van Luyssel-Versluijs,z.vanluyssel-versluijs@student.roc.nl,25,V,MBO niveau 2,Dienstverlening,Kok,25185,2022-2023,2,BBL,2022-09-01,0.82,0.844,49,6.4,5.7,Fatima El Amrani,f.elamrani@roc.nl,False
20238573,Zara Roessink,z.roessink@student.roc.nl,16,M,MBO niveau 3,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.625,0.632,41,7.8,5.8,Mohammed Boukhari,m.boukhari@roc.nl,True
20228574,Mike Blonk,m.blonk@student.roc.nl,21,V,VMBO-B,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.835,0.82,46,7.0,7.0,Anita Jansen,a.jansen@roc.nl,False
20228575,Mohamed de Leeuw-Verhoeven,m.deleeuw-verhoeven@student.roc.nl,19,V,VMBO-B,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.535,0.618,32,7.1,5.4,Jan de Vries,j.devries@roc.nl,False
20238576,Chloë Rubben,c.rubben@student.roc.nl,20,V,MBO niveau 3,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.854,0.791,48,6.0,5.4,Jan de Vries,j.devries@roc.nl,False
20228577,Willem Zeldenrust-Sitters,w.zeldenrust-sitters@student.roc.nl,20,V,VMBO-K,Techniek,Elektrotechniek,25160,2022-2023,3,BOL,2022-09-01,0.353,0.415,32,5.4,6.4,Peter Smit,p.smit@roc.nl,False
20228578,Hugo van den Bosch,h.vandenbosch@student.roc.nl,22,M,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.626,0.723,42,7.9,4.2,Peter Smit,p.smit@roc.nl,False
20238579,Dirk Hoogers-van Heusden,d.hoogers-vanheusden@student.roc.nl,19,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BOL,2023-09-01,0.592,0.656,40,7.2,5.1,Peter Smit,p.smit@roc.nl,False
20238580,Lindsey Dekker,l.dekker@student.roc.nl,19,V,MBO niveau 2,Dienstverlening,Kok,25185,2023-2024,2,BBL,2023-09-01,0.935,0.847,47,6.5,4.2,Jan de Vries,j.devries@roc.nl,False
20228581,Mara de Wit,m.dewit@student.roc.nl,16,X,MBO niveau 3,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.812,0.549,29,6.4,3.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20238582,Renske van Haeften,r.vanhaeften@student.roc.nl,22,V,VMBO-T,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.734,0.754,46,8.0,7.8,Anita Jansen,a.jansen@roc.nl,False
20228583,Teun Kamper,t.kamper@student.roc.nl,19,V,MBO niveau 2,Economie,Financieel administrateur,90370,2022-2023,4,BBL,2022-09-01,0.739,0.673,30,7.5,3.6,Mohammed Boukhari,m.boukhari@roc.nl,False
20228584,Thomas Risma-Klomp Jan,t.risma-klompjan@student.roc.nl,16,M,VMBO-B,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.761,0.634,41,7.2,6.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20238585,Mara Bartels,m.bartels@student.roc.nl,21,V,HAVO,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.657,0.711,39,6.1,7.5,Peter Smit,p.smit@roc.nl,True
20228586,Amy Butselaar,a.butselaar@student.roc.nl,16,X,MBO niveau 3,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.597,0.698,39,7.4,6.0,Mohammed Boukhari,m.boukhari@roc.nl,False
20228587,Zoey van Salm,z.vansalm@student.roc.nl,20,M,MBO niveau 3,Economie,Commercieel medewerker,90111,2022-2023,3,BOL,2022-09-01,0.56,0.667,43,5.8,7.1,Jan de Vries,j.devries@roc.nl,False
20228588,Fem Schakelaar,f.schakelaar@student.roc.nl,21,M,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BBL,2022-09-01,0.742,0.767,50,6.5,7.0,Jan de Vries,j.devries@roc.nl,False
20238589,Karlijn Woutersz-de Boer,k.woutersz-deboer@student.roc.nl,24,M,HAVO,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.884,0.81,39,7.7,8.1,Fatima El Amrani,f.elamrani@roc.nl,False
20238590,Samuel Vermeulen,s.vermeulen@student.roc.nl,18,V,VMBO-K,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.899,0.762,41,8.0,6.6,Anita Jansen,a.jansen@roc.nl,False
20238591,Puk Goderts,p.goderts@student.roc.nl,21,M,VMBO-K,Dienstverlening,Kok,25185,2023-2024,2,BBL,2023-09-01,0.726,0.599,30,7.2,6.8,Fatima El Amrani,f.elamrani@roc.nl,False
20238592,Myrthe Maaswinkel,m.maaswinkel@student.roc.nl,17,V,VMBO-T,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.743,0.742,43,7.0,4.2,Jan de Vries,j.devries@roc.nl,True
20228593,Hidde Nihoe-Timmermans,h.nihoe-timmermans@student.roc.nl,22,V,MBO niveau 2,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.696,0.645,39,5.4,6.4,Anita Jansen,a.jansen@roc.nl,False
20228594,Loek Galijn,l.galijn@student.roc.nl,16,V,VMBO-B,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.873,0.686,33,7.6,4.6,Anita Jansen,a.jansen@roc.nl,False
20228595,Noor van der Sande,n.vandersande@student.roc.nl,19,V,MBO niveau 2,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.576,0.673,28,8.6,4.4,Peter Smit,p.smit@roc.nl,False
20228596,Jesper Huijs,j.huijs@student.roc.nl,17,V,MBO niveau 3,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.634,0.573,35,7.0,4.4,Fatima El Amrani,f.elamrani@roc.nl,False
20238597,"Tara van Beaumont-Bourgondië, van","t.vanbeaumont-bourgondië,van@student.roc.nl",20,M,MBO niveau 2,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.898,0.779,40,7.7,6.3,Jan de Vries,j.devries@roc.nl,False
20238598,Emily Schroeff,e.schroeff@student.roc.nl,22,V,VMBO-K,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.868,0.845,48,5.2,7.9,Fatima El Amrani,f.elamrani@roc.nl,True
20228599,Tijs Tamsma,t.tamsma@student.roc.nl,20,V,VMBO-K,Zorg,Verzorgende IG,93500,2022-2023,3,BBL,2022-09-01,0.61,0.698,38,6.3,8.8,Peter Smit,p.smit@roc.nl,False
20228600,Tycho Schenkel,t.schenkel@student.roc.nl,19,V,VMBO-K,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.771,0.73,44,4.5,5.8,Mohammed Boukhari,m.boukhari@roc.nl,False
