studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email
20240752,Noah Hollander-Olykan,n.hollander-olykan@student.roc.nl,16,V,VMBO-B,Techniek,Elektrotechniek,25160,2024-2025,3,BBL,2024-09-01,0.543,0.586,36,7.9,6.3,Peter Smit,p.smit@roc.nl
20240753,Jort Buijs-van Dongen,j.buijs-vandongen@student.roc.nl,22,M,HAVO,Dienstverlening,Kok,25185,2024-2025,2,BBL,2024-09-01,0.932,0.793,38,6.3,6.1,Peter Smit,p.smit@roc.nl
20240754,Ben Steenbakkers,b.steenbakkers@student.roc.nl,18,V,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.858,0.857,47,5.8,4.3,Anita Jansen,a.jansen@roc.nl
20240755,Jordy Linschoten,j.linschoten@student.roc.nl,23,V,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.66,0.768,36,7.0,6.3,Anita Jansen,a.jansen@roc.nl
20240756,Fleur van Venrooy-Holthuis,f.vanvenrooy-holthuis@student.roc.nl,21,V,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.928,0.822,52,6.5,8.1,Fatima El Amrani,f.elamrani@roc.nl
20240757,Aylin Jekel-Gerritsen,a.jekel-gerritsen@student.roc.nl,18,M,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.775,0.751,42,9.8,8.6,Peter Smit,p.smit@roc.nl
20240758,Finn Oemencs,f.oemencs@student.roc.nl,16,V,HAVO,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.761,0.673,43,4.8,5.5,Mohammed Boukhari,m.boukhari@roc.nl
20240759,Linde Becht,l.becht@student.roc.nl,17,M,VMBO-K,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.749,0.805,37,6.1,6.0,Mohammed Boukhari,m.boukhari@roc.nl
20240760,Matthijs Geneart-Koster,m.geneart-koster@student.roc.nl,16,V,HAVO,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.81,0.805,40,6.7,6.3,Mohammed Boukhari,m.boukhari@roc.nl
20240761,Stefan Bekbergen-Blewanus,s.bekbergen-blewanus@student.roc.nl,20,M,VMBO-K,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.437,0.511,27,4.5,5.7,Jan de Vries,j.devries@roc.nl
20240762,Nathan Verwoert,n.verwoert@student.roc.nl,21,V,MBO niveau 2,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.769,0.736,38,6.9,5.6,Anita Jansen,a.jansen@roc.nl
20240763,Bjorn van Goerle,b.vangoerle@student.roc.nl,20,V,MBO niveau 3,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.456,0.518,19,6.8,5.6,Anita Jansen,a.jansen@roc.nl
20240764,Tobias van de Noordmark,t.vandenoordmark@student.roc.nl,19,M,VMBO-B,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.9,0.837,43,5.4,5.5,Peter Smit,p.smit@roc.nl
20240765,Yasmin Nollee-Verhaar,y.nollee-verhaar@student.roc.nl,21,M,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.805,0.745,48,7.8,3.6,Anita Jansen,a.jansen@roc.nl
20240766,Tim Dircken,t.dircken@student.roc.nl,19,V,HAVO,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.691,0.772,53,6.4,7.1,Peter Smit,p.smit@roc.nl
20240767,Fien Dorsman,f.dorsman@student.roc.nl,16,M,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.88,0.848,37,6.0,5.0,Jan de Vries,j.devries@roc.nl
20240768,Kai le Luc,k.leluc@student.roc.nl,18,V,HAVO,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.67,0.691,38,6.2,5.0,Anita Jansen,a.jansen@roc.nl
20240769,Jules Jacobi-Westerbeek,j.jacobi-westerbeek@student.roc.nl,22,M,HAVO,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.552,0.648,37,5.6,5.9,Mohammed Boukhari,m.boukhari@roc.nl
20240770,Milou Welf,m.welf@student.roc.nl,22,V,VMBO-K,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.678,0.678,47,6.2,7.0,Mohammed Boukhari,m.boukhari@roc.nl
20240771,Aiden de Leeuw,a.deleeuw@student.roc.nl,19,M,VMBO-B,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.549,0.653,34,5.5,8.1,Mohammed Boukhari,m.boukhari@roc.nl
20240772,Victor Kamp,v.kamp@student.roc.nl,21,M,MBO niveau 3,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.615,0.673,44,6.6,6.4,Anita Jansen,a.jansen@roc.nl
20240773,Aaliyah Lonen,a.lonen@student.roc.nl,22,V,VMBO-B,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.809,0.838,43,6.9,8.0,Peter Smit,p.smit@roc.nl
20240774,Britt van den Henst,b.vandenhenst@student.roc.nl,17,V,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BBL,2024-09-01,0.866,0.776,45,5.7,6.8,Fatima El Amrani,f.elamrani@roc.nl
20240775,Finn de Jode Vastraedsd,f.dejodevastraedsd@student.roc.nl,22,V,HAVO,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.64,0.694,35,5.0,7.4,Anita Jansen,a.jansen@roc.nl
20240776,Zakaria van Rooij-Korstman,z.vanrooij-korstman@student.roc.nl,22,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.871,0.764,43,7.1,7.0,Jan de Vries,j.devries@roc.nl
20240777,Fleur Kallen,f.kallen@student.roc.nl,20,V,VMBO-B,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.91,0.873,49,6.0,5.0,Jan de Vries,j.devries@roc.nl
20240778,Sara van der Pouw,s.vanderpouw@student.roc.nl,22,V,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.691,0.59,43,5.7,3.7,Peter Smit,p.smit@roc.nl
20240779,Ize Courtier,i.courtier@student.roc.nl,19,M,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.637,0.763,42,6.6,6.3,Jan de Vries,j.devries@roc.nl
20240780,Fenna Molen,f.molen@student.roc.nl,19,V,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.824,0.756,31,7.2,6.4,Anita Jansen,a.jansen@roc.nl
20240781,Noa Verharen-Hendrikse,n.verharen-hendrikse@student.roc.nl,20,M,MBO niveau 3,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.909,0.82,46,6.0,5.5,Anita Jansen,a.jansen@roc.nl
20240782,Lars Timmermans,l.timmermans@student.roc.nl,21,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2024-2025,4,BBL,2024-09-01,0.729,0.774,41,9.1,5.0,Mohammed Boukhari,m.boukhari@roc.nl
20240783,Yinthe Kwaadland,y.kwaadland@student.roc.nl,21,V,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.654,0.727,44,7.5,5.6,Jan de Vries,j.devries@roc.nl
20240784,Senn Kleijse-Doesburg,s.kleijse-doesburg@student.roc.nl,22,V,HAVO,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.745,0.774,44,5.2,6.0,Fatima El Amrani,f.elamrani@roc.nl
20240785,Niels Woutersz,n.woutersz@student.roc.nl,16,V,HAVO,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.624,0.679,38,7.7,6.4,Peter Smit,p.smit@roc.nl
20240786,Nadine Miner,n.miner@student.roc.nl,21,V,VMBO-K,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.733,0.804,43,7.7,6.0,Anita Jansen,a.jansen@roc.nl
20240787,Jinthe Drysdale,j.drysdale@student.roc.nl,22,V,HAVO,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.664,0.629,41,8.3,6.7,Fatima El Amrani,f.elamrani@roc.nl
20240788,Cornelis Wigman,c.wigman@student.roc.nl,23,M,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.757,0.778,37,6.3,5.5,Peter Smit,p.smit@roc.nl
20240789,Sylvie van Eck,s.vaneck@student.roc.nl,21,V,MBO niveau 2,Economie,Financieel administrateur,90370,2024-2025,4,BBL,2024-09-01,0.807,0.667,38,5.2,5.9,Anita Jansen,a.jansen@roc.nl
20240790,Joey van 't Riet,j.van'triet@student.roc.nl,20,M,MBO niveau 2,Techniek,Elektrotechniek,25160,2024-2025,3,BBL,2024-09-01,0.911,0.855,50,6.5,7.9,Anita Jansen,a.jansen@roc.nl
20240791,Arie Sam,a.sam@student.roc.nl,21,V,VMBO-B,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.729,0.797,33,6.5,5.2,Mohammed Boukhari,m.boukhari@roc.nl
20240792,Lauren Kramer,l.kramer@student.roc.nl,25,V,VMBO-T,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.776,0.651,33,5.7,6.1,Anita Jansen,a.jansen@roc.nl
20240793,Jamie van den Nuwenhuijzen,j.vandennuwenhuijzen@student.roc.nl,24,V,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.823,0.662,44,7.7,5.2,Fatima El Amrani,f.elamrani@roc.nl
20240794,Mohammed van Breugel,m.vanbreugel@student.roc.nl,17,M,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.731,0.768,41,5.9,5.9,Mohammed Boukhari,m.boukhari@roc.nl
20240795,Matthijs van de Klashorst-Arent,m.vandeklashorst-arent@student.roc.nl,17,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.508,0.634,35,8.4,6.5,Fatima El Amrani,f.elamrani@roc.nl
20240796,Benjamin van den Broek-Pison,b.vandenbroek-pison@student.roc.nl,19,M,VMBO-K,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.673,0.735,38,7.9,3.9,Fatima El Amrani,f.elamrani@roc.nl
20240797,Koen Smith-Bosch,k.smith-bosch@student.roc.nl,19,V,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.587,0.602,35,6.5,4.8,Anita Jansen,a.jansen@roc.nl
20240798,Romy Mens,r.mens@student.roc.nl,20,V,VMBO-T,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.331,0.523,41,6.8,9.8,Anita Jansen,a.jansen@roc.nl
20240799,Jaylinn Nek,j.nek@student.roc.nl,17,M,HAVO,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.844,0.892,56,7.6,6.4,Fatima El Amrani,f.elamrani@roc.nl
20240800,Stefan van de Ven-Steinmeiern,s.vandeven-steinmeiern@student.roc.nl,19,V,HAVO,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.539,0.577,26,8.1,8.2,Jan de Vries,j.devries@roc.nl
20240801,Nynke Moet,n.moet@student.roc.nl,17,M,VMBO-K,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.794,0.804,51,5.3,7.3,Jan de Vries,j.devries@roc.nl
20240802,Owen Broek,o.broek@student.roc.nl,17,V,VMBO-T,Techniek,Software Developer,25604,2024-2025,4,BBL,2024-09-01,0.609,0.58,44,8.4,5.5,Jan de Vries,j.devries@roc.nl
20240803,Emily de Vos,e.devos@student.roc.nl,20,V,VMBO-T,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.483,0.385,26,5.8,5.5,Peter Smit,p.smit@roc.nl
20240804,Joris van Evelingen,j.vanevelingen@student.roc.nl,19,M,MBO niveau 3,Dienstverlening,Kok,25185,2024-2025,2,BBL,2024-09-01,0.913,0.902,44,5.2,5.5,Jan de Vries,j.devries@roc.nl
20240805,Ibrahim Lether-de Vos,i.lether-devos@student.roc.nl,17,V,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.612,0.687,31,6.5,7.4,Peter Smit,p.smit@roc.nl
20240806,Bart Kok,b.kok@student.roc.nl,22,V,VMBO-T,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.976,0.874,44,6.7,5.6,Fatima El Amrani,f.elamrani@roc.nl
20240807,Dani Slagmolen,d.slagmolen@student.roc.nl,21,M,MBO niveau 2,Dienstverlening,Kok,25185,2024-2025,2,BBL,2024-09-01,0.792,0.782,43,7.3,6.9,Peter Smit,p.smit@roc.nl
20240808,Mees Stichter,m.stichter@student.roc.nl,18,V,VMBO-T,Dienstverlening,Kok,25185,2024-2025,2,BBL,2024-09-01,0.955,0.82,44,4.9,6.3,Fatima El Amrani,f.elamrani@roc.nl
20240809,Jesse Elsemulder-Schenk,j.elsemulder-schenk@student.roc.nl,20,V,HAVO,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.39,0.561,35,5.5,5.3,Peter Smit,p.smit@roc.nl
20240810,Evy Ketel-Marceron,e.ketel-marceron@student.roc.nl,20,V,MBO niveau 3,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.83,0.716,39,6.4,5.8,Mohammed Boukhari,m.boukhari@roc.nl
20240811,Olivia Mosley,o.mosley@student.roc.nl,16,M,MBO niveau 2,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.87,0.692,42,3.8,5.7,Peter Smit,p.smit@roc.nl
20240812,Cato Tirie,c.tirie@student.roc.nl,17,V,VMBO-T,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.733,0.508,24,5.8,6.2,Jan de Vries,j.devries@roc.nl
20240813,Maryam Middelkoop,m.middelkoop@student.roc.nl,19,V,MBO niveau 2,Zorg,Verzorgende IG,93500,2024-2025,3,BBL,2024-09-01,0.797,0.793,49,7.1,4.2,Fatima El Amrani,f.elamrani@roc.nl
20240814,Victor Veenstra,v.veenstra@student.roc.nl,18,M,VMBO-K,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.466,0.593,36,4.7,6.5,Fatima El Amrani,f.elamrani@roc.nl
20240815,Vajèn Levesque,v.levesque@student.roc.nl,21,X,HAVO,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.733,0.598,30,5.3,6.5,Peter Smit,p.smit@roc.nl
20240816,Silke Beekman,s.beekman@student.roc.nl,19,M,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.762,0.737,44,8.0,5.4,Fatima El Amrani,f.elamrani@roc.nl
20240817,Inaya Oosterhout,i.oosterhout@student.roc.nl,21,M,VMBO-B,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.688,0.673,39,7.0,4.4,Anita Jansen,a.jansen@roc.nl
20240818,Tycho Driessen,t.driessen@student.roc.nl,18,M,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.856,0.757,52,5.3,4.9,Fatima El Amrani,f.elamrani@roc.nl
20240819,Nina Giselmeyer-Dachgeldt,n.giselmeyer-dachgeldt@student.roc.nl,16,M,MBO niveau 3,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.753,0.644,45,8.2,5.1,Jan de Vries,j.devries@roc.nl
20240820,Sven de Gruil,s.degruil@student.roc.nl,17,M,VMBO-B,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.935,0.823,46,7.0,6.0,Jan de Vries,j.devries@roc.nl
20240821,Hamza van Henegouwen,h.vanhenegouwen@student.roc.nl,22,M,HAVO,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.367,0.47,26,8.1,5.4,Mohammed Boukhari,m.boukhari@roc.nl
20240822,Maartje Verharen-de Gruson,m.verharen-degruson@student.roc.nl,19,V,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.842,0.872,54,4.8,5.2,Mohammed Boukhari,m.boukhari@roc.nl
20240823,Megan Sam,m.sam@student.roc.nl,21,M,VMBO-K,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.64,0.678,39,4.1,6.0,Anita Jansen,a.jansen@roc.nl
20240824,Veerle Bolkesteijn,v.bolkesteijn@student.roc.nl,24,M,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.419,0.487,25,5.0,6.9,Peter Smit,p.smit@roc.nl
20240825,Femke Sterkman-Korstman,f.sterkman-korstman@student.roc.nl,19,M,VMBO-K,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.886,0.764,47,6.2,4.3,Jan de Vries,j.devries@roc.nl
20240826,Mirthe Huijzing,m.huijzing@student.roc.nl,21,V,MBO niveau 3,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.66,0.708,36,8.7,6.0,Peter Smit,p.smit@roc.nl
20240827,Sten Blokland,s.blokland@student.roc.nl,20,V,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.808,0.74,41,5.7,5.9,Peter Smit,p.smit@roc.nl
20240828,Arthur Bernaards,a.bernaards@student.roc.nl,24,V,MBO niveau 3,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.359,0.515,27,5.9,5.2,Jan de Vries,j.devries@roc.nl
20240829,Frederique van Waas,f.vanwaas@student.roc.nl,18,V,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.887,0.851,37,5.8,7.2,Jan de Vries,j.devries@roc.nl
20240830,Maurits Slagmolen-Uphuis,m.slagmolen-uphuis@student.roc.nl,17,M,VMBO-T,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.533,0.452,32,6.8,8.4,Peter Smit,p.smit@roc.nl
20240831,Kayleigh Ketting,k.ketting@student.roc.nl,18,V,VMBO-K,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.428,0.643,30,6.4,6.5,Fatima El Amrani,f.elamrani@roc.nl
20240832,Thijn Jaceps,t.jaceps@student.roc.nl,21,M,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.536,0.631,33,8.0,6.6,Mohammed Boukhari,m.boukhari@roc.nl
20240833,Merle Kleybrink,m.kleybrink@student.roc.nl,23,M,VMBO-T,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.607,0.593,29,6.0,5.5,Fatima El Amrani,f.elamrani@roc.nl
20240834,Elisabeth van der Stael,e.vanderstael@student.roc.nl,16,V,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.722,0.733,46,6.3,5.6,Peter Smit,p.smit@roc.nl
20240835,Lex Sterkman,l.sterkman@student.roc.nl,22,M,MBO niveau 3,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.625,0.63,25,5.1,5.7,Peter Smit,p.smit@roc.nl
20240836,Boaz Glasses,b.glasses@student.roc.nl,19,V,MBO niveau 3,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.426,0.629,40,6.3,7.4,Anita Jansen,a.jansen@roc.nl
20240837,Jari de Ruiter,j.deruiter@student.roc.nl,19,M,VMBO-B,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.727,0.664,38,7.9,6.1,Fatima El Amrani,f.elamrani@roc.nl
20240838,Noa van Tours,n.vantours@student.roc.nl,18,M,VMBO-B,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.602,0.736,44,5.8,5.6,Fatima El Amrani,f.elamrani@roc.nl
20240839,Janna Bud-Kok,j.bud-kok@student.roc.nl,16,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.902,0.905,41,5.6,6.0,Mohammed Boukhari,m.boukhari@roc.nl
20240840,Jenna Sire-Michiels,j.sire-michiels@student.roc.nl,19,M,VMBO-B,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.884,0.755,37,8.4,7.6,Anita Jansen,a.jansen@roc.nl
20240841,Norah van de Plas,n.vandeplas@student.roc.nl,16,V,VMBO-T,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.636,0.601,32,8.4,7.6,Jan de Vries,j.devries@roc.nl
20240842,Linn Klerks-de Smit,l.klerks-desmit@student.roc.nl,21,V,VMBO-K,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.974,0.902,50,6.5,6.0,Jan de Vries,j.devries@roc.nl
20240843,Suus Lafleur-Woutersz,s.lafleur-woutersz@student.roc.nl,21,V,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.821,0.58,34,5.0,8.0,Anita Jansen,a.jansen@roc.nl
20240844,Romy Hoelen-Jurrijens,r.hoelen-jurrijens@student.roc.nl,24,V,HAVO,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.902,0.817,46,7.4,8.4,Peter Smit,p.smit@roc.nl
20240845,Rayan Ramaker-van Duyvenvoorde,r.ramaker-vanduyvenvoorde@student.roc.nl,23,V,MBO niveau 2,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.717,0.72,33,6.4,5.5,Fatima El Amrani,f.elamrani@roc.nl
20240846,Lynn Bos,l.bos@student.roc.nl,16,V,HAVO,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.847,0.768,43,6.2,6.0,Anita Jansen,a.jansen@roc.nl
20240847,Thom Ulrich-Oversteeg,t.ulrich-oversteeg@student.roc.nl,17,M,MBO niveau 2,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.685,0.619,31,8.1,6.7,Anita Jansen,a.jansen@roc.nl
20240848,Guus Kuijpers,g.kuijpers@student.roc.nl,19,M,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.619,0.696,40,6.8,6.1,Mohammed Boukhari,m.boukhari@roc.nl
20240849,Sophie Schuylenborch,s.schuylenborch@student.roc.nl,19,V,MBO niveau 2,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.764,0.631,40,8.5,6.0,Mohammed Boukhari,m.boukhari@roc.nl
20240850,Milo van Noort,m.vannoort@student.roc.nl,24,V,MBO niveau 2,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.647,0.682,36,7.8,7.3,Peter Smit,p.smit@roc.nl
20240851,Lauren Vergeer,l.vergeer@student.roc.nl,23,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.486,0.616,33,9.2,7.5,Jan de Vries,j.devries@roc.nl
20240852,Lucy Vaessen-van Engelen,l.vaessen-vanengelen@student.roc.nl,18,V,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.604,0.661,39,6.7,6.5,Peter Smit,p.smit@roc.nl
20240853,Berat van Venrooy,b.vanvenrooy@student.roc.nl,18,V,HAVO,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.781,0.672,32,6.9,3.6,Fatima El Amrani,f.elamrani@roc.nl
20240854,Sander Kuijpers,s.kuijpers@student.roc.nl,20,V,MBO niveau 2,Zorg,Verpleegkundige,99070,2024-2025,4,BBL,2024-09-01,0.65,0.644,34,7.2,8.0,Jan de Vries,j.devries@roc.nl
20240855,Siem Simons-Broeckx,s.simons-broeckx@student.roc.nl,23,M,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BBL,2024-09-01,0.584,0.683,30,6.2,4.7,Peter Smit,p.smit@roc.nl
20240856,Olivia Wilcken,o.wilcken@student.roc.nl,18,M,MBO niveau 3,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.642,0.765,42,7.0,5.3,Mohammed Boukhari,m.boukhari@roc.nl
20240857,Romy van der Heijden-van Ginkel,r.vanderheijden-vanginkel@student.roc.nl,17,V,HAVO,Economie,Commercieel medewerker,90111,2024-2025,3,BBL,2024-09-01,0.906,0.797,42,5.7,6.1,Mohammed Boukhari,m.boukhari@roc.nl
20240858,Jill van Gent,j.vangent@student.roc.nl,21,M,MBO niveau 3,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.839,0.772,52,6.8,7.7,Peter Smit,p.smit@roc.nl
20240859,Naud van den Berg,n.vandenberg@student.roc.nl,16,V,VMBO-B,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.923,0.912,49,6.6,8.0,Peter Smit,p.smit@roc.nl
20240860,Owen van de Coterlet,o.vandecoterlet@student.roc.nl,21,M,HAVO,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.615,0.738,50,4.6,6.3,Peter Smit,p.smit@roc.nl
20240861,"Tobias West-Francië, van","t.west-francië,van@student.roc.nl",17,V,MBO niveau 3,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.881,0.694,32,5.8,6.7,Peter Smit,p.smit@roc.nl
20240862,Micha van Spreuwel-Geerling,m.vanspreuwel-geerling@student.roc.nl,18,M,VMBO-T,Techniek,Installatiemonteur,25480,2024-2025,2,BBL,2024-09-01,0.855,0.834,54,6.9,7.8,Jan de Vries,j.devries@roc.nl
20240863,Noortje Brands,n.brands@student.roc.nl,16,X,VMBO-K,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.903,0.886,48,6.6,8.9,Peter Smit,p.smit@roc.nl
20240864,Emma de Marduras-Waltrade Walderade,e.demarduras-waltradewalderade@student.roc.nl,21,V,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.561,0.627,38,6.9,6.2,Fatima El Amrani,f.elamrani@roc.nl
20240865,Nina Vandenbergh-Rek,n.vandenbergh-rek@student.roc.nl,22,M,HAVO,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.733,0.698,48,8.0,5.4,Peter Smit,p.smit@roc.nl
20240866,Liam Perrono-Beernink,l.perrono-beernink@student.roc.nl,21,V,VMBO-T,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.795,0.79,45,5.5,4.0,Jan de Vries,j.devries@roc.nl
20240867,Sylvie Brandon,s.brandon@student.roc.nl,22,V,VMBO-T,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.424,0.36,27,6.2,5.2,Mohammed Boukhari,m.boukhari@roc.nl
20240868,Sem Beijring,s.beijring@student.roc.nl,22,V,VMBO-K,Economie,Logistiek medewerker,90640,2024-2025,3,BBL,2024-09-01,0.628,0.56,39,8.9,5.3,Mohammed Boukhari,m.boukhari@roc.nl
